Gene	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
CCAR1	42.89	59.364	75.23	98.163	54.265	28.741
LMBR1L	35.664	51.769	35.32	154.66	40.797	40.052
HIST1H2BK	66.27	45.42	107.28	13.786	96.952	28.492
ABHD16A	79.122	43.519	70.698	84.649	20.791	59.379
FAM134C	74.488	81.288	92.906	27.409	53.741	27.868
SLBP	63.054	68.374	101.66	50.382	59.48	14.526
RDH11	26.085	73.806	59.644	57.081	85.916	54.266
ITGB7	74.82	71.302	163.37	25.654	0.71499	20.911
IER3IP1	57.274	32.11	68.993	67.931	78.803	51.221
NUCB2	13.2	42.297	151.29	77.95	50.089	21.168
COL15A1	1.429	0.92945	0.035762	313.41	35.736	4.4405
MRPS22	92.838	49.815	37.269	69.158	38.675	68.058
BZW2	42.931	30.001	51.328	97.911	103.43	30.136
TSEN54	10.602	95.401	112.06	106.44	29.247	1.9742
GATM-AS1	63.483	83.299	114.03	33.924	29.104	31.739
GSTT1	11.409	8.4916	16.535	16.707	291.31	10.962
ITK	0.019354	158.55	196.8	0	0	0.039391
C19orf70	35.051	58.613	44.681	27.086	120.1	69.778
SULF2	1.2955	1.43	0.75114	113.29	220.52	17.537
USP33	58.539	76.439	121.51	53.456	15.542	29.123
MRPL39	119.99	19.06	52.277	29.69	108	25.442
POLR2B	55.159	67.991	81.175	66.072	55.198	28.858
TMEM140	39.779	65.235	87.202	97.27	25.728	39.229
IFRD2	27.66	61.871	39.286	135.66	69.223	19.293
C19orf66	39.293	107.44	118.82	26.169	20.329	40.684
ADPRHL2	96.665	49.836	53.651	46.595	53.995	51.776
RGCC	23.798	83.123	72.697	99.659	47.534	25.643
PDE4DIP	51.794	54.814	86.969	11.614	134.37	12.877
FAM213A	14.646	18.258	15.481	244.87	16.876	42.232
HSF1	30.036	48.235	47.873	86.241	103.43	36.522
SLC29A1	2.2952	8.6414	8.6119	266.21	18.225	48.267
ARMCX6	73.662	52.654	59.173	19.86	104.68	42.135
PTP4A1	54.866	90.804	84.179	19.22	56.192	46.783
EMP1	0.048872	2.3732	0.66022	122.41	192.75	33.792
TNFRSF12A	0	0.074061	7.3087	0	318.13	26.347
EGR2	5.5368	39.02	82.013	16.389	14.103	194.74
ARPP19	67.742	77.771	105.01	37.798	17.999	45.447
ZFR	58.457	54.54	67.762	45.856	95.302	29.815
CCDC47	56.019	62.668	57.097	71.981	42.544	61.079
CALCOCO1	32.457	54.67	68.028	105.55	61.909	28.545
NCSTN	65.592	43.981	68.586	19.255	70.887	82.748
MED15	63.631	56.122	80.694	55.118	41.199	54.247
LRRC32	0	17.501	0.80417	83.658	248.38	0.63767
IRF3	53.255	108.42	107.99	21.039	22.394	37.638
DPM3	34.084	44.028	37.68	107.79	49.775	77.331
COX17	57.41	86.02	59.582	35.637	49.874	62.094
UBE2A	91.483	57.089	89.458	21.816	31.626	58.847
PTPN1	131.9	61.293	66.181	11.754	22.375	56.723
RELL1	11.838	47.931	34.883	174.9	30.287	50.15
PRPF3	59.987	57.857	67.054	133.7	5.9653	25.38
RNF4	50.27	81.201	96.38	43.951	28.535	49.437
ADSS	68.169	70.657	99.276	74.598	15.367	21.609
EHD1	19.055	71.757	100.65	54.436	12.913	90.714
SEPHS2	150.07	29.669	77.649	41.794	22.465	27.705
NDUFC2	44.444	48.217	59.957	65.812	73.07	57.806
THOC7	33.633	60.939	69.569	24.008	91.65	69.505
PAFAH1B3	20.226	33.039	30.746	195.84	22.379	47.012
PPIH	79.263	37.512	39.987	101.36	60.456	30.48
NDUFS4	70.297	45.215	56.976	35.531	80.13	60.826
STAT6	66.567	45.768	67.178	63.149	64.89	41.337
TNFRSF25	0.091125	219.05	50.871	71.591	0	7.2633
TANGO2	35.724	104.69	99.182	36.729	8.1824	64.313
ARL16	61.428	82.605	56.227	99.443	20.602	28.508
ACTL6A	115.04	41.323	83.626	27.315	50.263	31.134
HMOX1	44.14	8.1267	52.493	22.954	14.332	206.62
NUP93	59.715	43.584	70.258	73.834	70.827	30.244
GGA1	87.741	59.83	81.72	31.014	23.143	64.847
IARS	52.309	91.229	63.637	73.824	49.294	17.936
TRIM14	51.687	136.9	75.212	4.5365	23.005	56.846
MCTP1	0.60786	2.3838	5.0028	314.72	0	25.3
IL2RB	7.5702	121.01	218.91	0.45091	0	0
NADSYN1	26.642	58.227	72.111	155.96	11.823	23.173
STX8	29.827	45.517	80.538	83.83	71.702	36.406
MRPL53	46.454	68.517	48.199	22.805	106.38	55.378
TROVE2	13.718	46.846	106.87	67.444	72.474	40.165
SNRNP200	76.112	68.47	83.609	59.92	40.507	18.829
ARHGEF3	58.132	63.365	125.53	75.885	0	24.108
TBC1D9B	67.439	31.049	31.379	87.315	67.868	61.842
EIF4G1	29.383	60.358	50.772	74.514	89.543	42.207
RHEB	11.24	50.236	61.051	71.711	81.928	70.547
CASP8	52.919	129.56	98.7	45.546	0.83	19.026
MARCKS	49.483	2.4058	1.9843	40.801	68.183	183.63
TRAP1	63.051	25.422	44.183	124.97	76.472	12.298
HPRT1	54.352	100.06	75.807	34.157	29.9	51.891
CORO1B	20.095	67.602	16.999	101.88	11.726	127.86
SFT2D2	98.425	61.624	65.11	27.264	19.5	74.227
LHFP	2.3126	8.1062	14.405	89.489	229.46	2.0122
RTN3	15.513	52.327	46.341	56.105	77.397	98.024
RBL2	38.052	127.5	118.43	24.451	20.117	17.004
C1QTNF6	9.7461	18.806	19.955	58.242	234.17	4.3537
SLC25A32	64.658	64.99	74.135	90.073	30.604	20.775
CD2BP2	65.273	44.673	98.844	76.546	14.128	45.739
CCNH	52.899	89.046	96.097	33.638	7.9851	65.372
AIMP2	20.412	22.221	34.665	0	221.25	46.453
TRADD	40.03	112.11	54.115	35.92	60.849	41.961
SYS1	55.101	77.834	72.034	105.32	19.958	14.43
PAM	0	41.604	77.92	74.654	137.31	12.761
SRA1	35.567	70.864	48.922	60.189	59.614	68.994
RAB24	120.78	43.747	70.377	0	24.66	84.548
PIGF	97.217	34.267	43.216	55.935	76.363	37.083
SEC23A	37.643	40.369	55.933	91.625	104.65	13.737
DENR	49.642	98.961	98.35	21.606	49.651	25.716
PMPCA	55.154	44.554	60.195	66.86	88.34	28.798
C20orf111	109.36	47.03	41.035	40.611	61.507	44.067
CLINT1	62.787	51.655	38.956	78.292	80.606	31.269
CHTF8	51.342	42.808	85.013	57.625	76.46	29.972
PHF5A	50.751	92.481	59.817	62.015	33.245	44.602
CRELD2	64.259	43.92	62.893	0	134.62	37.201
HSBP1	21.911	49.18	47.863	66.504	71.123	86.197
PNN	58.083	54.713	77.554	88.477	31.444	32.36
RALGDS	5.6881	104.69	133.45	60.645	3.3887	34.712
SGSM3	119.39	65.791	51.292	45.214	36.773	24.015
CHKB	56.075	41.778	75.022	91.952	52.702	24.708
C8orf40	25.197	58.91	41.414	53.704	114.68	48.171
CDKN3	4.108	10.35	28.703	56.748	228.77	13.289
GPX7	32.612	33.052	44.088	9.5552	215.01	7.6115
CHURC1	66.371	92.514	75.515	31.049	26.398	49.974
PSMB2	54.788	57.379	58.543	67.722	67.284	36.102
FAM65A	82.179	10.127	12.023	142.11	59.568	35.806
RBM23	46.155	42.213	93.365	69.73	35.066	55.166
PAPD4	73.616	48.377	60.75	57.12	55.59	46.22
EIF5	57.922	67.873	73.683	69.12	35.21	37.709
ERGIC2	81.219	83.848	81.04	28.106	39.682	27.507
GOLGA2	22.607	23.335	32.571	59.229	179.22	24.39
TSSC4	23.946	38.192	51.406	32.216	134.97	60.43
SNHG15	88.204	64.056	63.452	30.619	44.188	50.612
TMEM115	31.779	21.33	32.542	54.699	180.53	19.994
ZFAND5	27.585	45.062	48.627	75.428	47.39	96.733
LOC100271836	42.92	54.25	130.87	77.961	19.327	15.379
ASNA1	27.367	65.39	55.382	72.773	74.552	45.233
PHAX	57.481	63.703	70.899	62.547	54.794	31.126
RFC2	71.018	67.624	67.302	67.348	35.97	31.17
TIMM8B	61.58	52.231	36.681	45.678	84.375	59.863
SMAP2	114.81	78.27	74.848	0	0.60001	71.809
PPAPDC1B	192.13	30.67	59.862	9.2547	32.612	15.605
KHDRBS1	64.802	62.054	56.814	69.816	51.107	35.454
UFM1	84.494	42.146	82.59	44.289	49.75	36.716
MBTPS1	90.265	59.039	59.011	40.472	68.458	22.693
UQCRQ	38.357	59.429	56.138	32.678	83.169	69.974
MPLKIP	71.854	41.097	76.925	17.065	102.23	30.508
DUSP4	1.8114	145.32	150.94	30.641	1.6487	9.0348
NAPRT1	38.619	44.861	65.426	136.04	8.1851	46.263
GLIPR1	70.441	63.705	51.4	0	45.017	108.77
IMMT	57.846	63.226	70.533	67.144	41.897	38.637
CRKL	55.71	98.7	99.73	30.372	30.056	24.551
C19orf43	38.22	66.462	88.037	38.658	46.204	61.395
POU5F1	64.031	87.173	97.527	43.711	17.774	28.57
HBP1	78.894	40.265	89.261	18.929	73.93	37.059
ST6GALNAC4	47.214	19.671	49.417	122.89	84.599	14.136
SIGMAR1	43.448	70.609	67.232	44.041	88.261	24.211
C16orf80	55.782	72.51	67.879	93.335	31.006	17.091
RBPJ	23.472	55.452	88.188	33.525	31.749	104.94
GOSR1	40.228	72.024	69.495	83.789	46.209	25.564
USP39	43.737	79.46	94.598	65.182	21.073	33.124
ATP6V1H	16.523	39.482	46.238	141.73	44.077	49.096
LOC440354	57.334	68.261	113.42	74.347	4.3885	19.2
IDH1	28.678	10.321	14.366	111.31	39.433	132.83
TLK1	150.68	75.442	71.838	25.175	4.1525	9.6242
SNAP47	22.032	48.535	180.68	10.723	59.889	14.843
HSPB11	36.763	83.154	90.976	34.965	50.459	40.318
BCKDK	19.334	28.741	46.176	40.116	47.201	154.86
ITM2C	151.56	47.828	85.682	0	30.796	20.489
FPR1	0	2.9419	1.8239	0	0	331.49
HERC2P9	20.83	18.534	17.01	265.11	5.9476	8.8137
FKBP3	48.781	71.397	69.058	77.331	33.547	36.128
GABARAPL1	0	42.235	86.058	134.71	37.923	35.283
RAP1A	36.072	75.619	79.703	33.302	32.937	78.407
SLC38A2	22.677	46.651	67.194	72.72	94.265	32.325
SLC35B1	49.828	42.673	51.44	65.164	83.403	43.32
ITGA4	39.702	90.413	151.64	1.5136	5.7864	46.642
PRKACB	53.485	87.867	142.14	0	5.5436	46.597
SNRPD1	33.784	78.508	66.965	64.752	46.91	44.641
SPHK1	0.09064	0.86281	1.5441	113.19	185.34	34.392
GEMIN6	20.495	44.045	14.835	71.937	162.47	21.515
MRPL48	103.39	63.72	53.547	44.31	47.274	22.908
ATP6V0C	38.345	47.822	23.912	53.147	31.772	139.9
SCO2	32.058	40.731	36.542	0	61.111	164.37
MRPL10	75.502	77.129	108.4	4.7402	32.661	36.295
WDR74	75.281	19.514	52.37	86.045	82.475	18.936
FRG1	67.725	45.967	53.234	47.605	54.228	65.714
CYFIP1	2.0305	5.8214	4.7418	146.2	28.132	147.49
SRP54	39.472	60.137	78.487	37.888	91.253	26.994
DCAF8	44.798	59.511	63.386	42.214	87.755	36.517
RUVBL2	38.73	55.919	55.083	68.669	78.485	36.807
ZNF32	23.523	79.736	43.335	76.572	75.435	34.973
XPNPEP1	21.707	39.644	59.728	82.199	98.663	31.608
UROS	27.298	72.594	61.051	16.514	113.37	42.616
ASPN	0.19595	0.7108	1.3791	0	330.69	0.17122
TNFSF13	23.85	0.40042	2.9431	0	1.8525	304.05
ERLEC1	46.635	54.545	70.235	57.873	77.482	26.292
ENTPD1	46.62	35.214	86.085	117.7	14.036	33.19
DERL1	79.2	67.983	89.619	31.24	17.432	47.27
CCR5	0.12386	161.17	127.76	0	0	43.658
TMEM154	201.52	68.838	35.232	0	10.241	16.808
SPCS3	66.742	64.71	90.831	46.494	19.67	44.107
EIF2D	126.38	23.128	34.25	83.921	44.495	20.283
RNF167	61.282	99.934	79.641	14.529	42.851	34.198
HTATIP2	55.241	67.789	69.251	50.228	41.882	47.829
FAM120B	63.603	48.985	85.874	30.346	72.817	30.372
C15orf57	91.234	51.368	46.812	39.104	76.298	27.173
NAE1	49.212	57.28	80.456	45.627	96.567	2.8449
BTK	253.79	0.2263	0.037198	0	0	77.898
GTF2F1	58.268	32.823	45.543	49.704	114.86	30.748
HTRA1	0	1.0002	0.7814	142.77	179.23	7.7189
MRPS26	42.289	75.489	57.159	80.105	49.726	26.71
TRPV2	38.75	118.99	86.621	1.9782	8.79	76.263
TUBB3	12.207	1.7756	2.1157	179.76	126.45	8.9847
MLST8	121.32	43.508	40.289	29.3	51.644	44.757
TMEM120A	25.075	57.736	37.766	121.02	66.999	22.112
MIIP	41.338	49.9	49.43	39.009	119.75	31.183
CXCR5	262.69	49.794	18.091	0	0	0.017805
UNC50	55.637	42.863	63.935	33.976	83.029	51.048
VPS16	26.449	44.24	75.868	78.688	66.791	38.141
PPID	83.921	68.729	94.984	17.441	29.008	35.992
DOCK2	107.47	73.01	85.311	0	0	64.243
PFDN2	43.675	35.521	59.989	57	82.719	50.895
HARS	48.53	62.075	74.154	62.991	56.888	25.159
DRAP1	46.847	68.86	55.726	4.2946	76.437	77.556
COMMD10	81.142	51.054	46.702	10.962	83.394	56.45
RSL1D1	92.443	63.489	58.416	28.29	40.482	46.477
TNFAIP8L1	52.253	70.875	77.995	76.508	21.727	30.177
RIOK3	87.592	46.042	54.835	65.887	33.747	41.318
TNFAIP8L2	22.534	63.433	18.567	145.76	9.1984	69.925
LIMS2	1.7889	4.9275	2.93	265.03	45.032	9.689
USP11	61.792	37.694	126.3	21.864	55.57	26.13
WIPF1	76.713	83.59	122.22	3.4037	11.411	31.975
SUCLG2	29.021	85.748	81.216	34.3	71.385	27.57
C1orf174	53.428	80.747	73.21	51.71	25.003	45.101
IL10	15.791	41.678	48.765	10.48	7.9936	204.46
BLNK	270.58	0.25716	0.14945	0	0	58.138
BAD	28.299	49.622	47.95	67.507	67.681	68.05
KIAA1191	64.767	78.226	65.551	22.294	55.638	42.596
WDR45B	27.283	62.129	61.316	100.91	17.937	59.436
RPS6KA1	62.837	81.694	108.7	0	0	75.722
B4GALT3	65.136	66.751	62.274	75.984	34.905	23.443
RASSF4	10.438	12.956	21.985	0.40819	20.494	262.06
SAP30BP	52.548	70.946	61.637	56.92	52.341	33.863
DNAJA2	28.106	82.177	82.736	53.386	31.352	50.496
COPS8	43.457	28.467	61.476	31.668	145.12	17.96
NPIP	67.075	55.235	62.241	62.52	59.762	21.212
CYCS	72.303	68.26	101.8	24.036	18.194	43.275
CARD8	54.8	87.099	85.283	37.349	15.299	47.912
XCL2	0	11.845	315.88	0	0	0
STARD3	31.249	67.596	51.205	113.42	34.08	30.164
MRPL47	25.369	44.628	40.01	95.511	105.96	16.209
TP53	60.08	71.852	48.385	36.726	92.611	17.984
CAMTA1	68.876	53.235	55.868	70.971	47.95	30.659
MYO1F	17.359	104.12	102.65	0.43637	0.16375	102.79
ARID4B	66.613	86.64	91.459	39.875	20.047	22.875
NMI	32.034	71.057	68.003	20.029	20.688	115.49
ACP2	5.4918	24.306	30.036	48.712	95.018	123.66
MGST2	11.857	4.5056	4.7035	200.06	36.659	69.434
SH3BP5	81.016	52.92	19.861	88.133	62.752	22.445
SERBP1	70.406	57.64	67.048	45.757	51.174	35.028
DENND1C	58.425	119.82	116.7	0	0	31.977
CTNND1	8.4138	6.3771	5.3776	153.76	95.538	57.415
SFXN1	19.18	120.87	134.57	5.6982	22.959	23.573
MYO1G	44.918	107.05	118.65	0	0	55.965
SDF4	50.647	63.815	58.876	38.744	74.775	39.641
DUSP11	31.008	81.66	67.259	67.172	56.295	22.953
TMEM60	47.612	91.018	39.059	35.364	36.977	76.06
NCF4	97.259	83.762	18.957	0	0	126.08
S1PR1	62.4	90.314	16.325	154.99	0	1.9719
NCK1	23.437	78.441	62.557	84.587	23.786	53.156
ARFGAP3	25.544	38.051	61.88	90.722	62.314	47.375
RFTN1	64.455	55.531	112.92	45.788	35.093	12.099
MRPS5	51.138	87.037	70.869	64.661	5.489	46.565
ATXN7L3B	66.057	82.97	62.223	20.772	71.07	22.492
C12orf65	50.427	98.996	92.757	51.222	8.5879	23.511
EIF4E2	39.432	48.143	68.144	52.924	57.549	59.253
WDFY1	75.025	46.375	54.228	69.985	44.269	35.476
CELF2	51.105	73.001	122.03	5.5364	18.807	54.826
SLC38A1	97.135	89.796	126.44	1.0082	10.191	0.4873
GRPEL1	28.021	47	52.774	94.292	69.931	32.998
MITD1	58.063	65.796	92.542	67.554	11.309	29.592
CORO1C	22.132	20.628	11.967	67.874	92.621	109.62
CD24	237.4	13.249	33.216	20.059	12.56	8.3023
GGA2	142.71	37.69	67.279	36.573	3.7125	36.74
ORAI2	94.821	68.824	60.071	47.195	30.623	23.144
FKBP9	4.3852	7.0125	6.3768	106.58	189.81	10.408
LCP2	4.7045	88.338	121.64	6.131	0	103.73
SIL1	53.599	15.987	24.921	59.92	112.57	57.516
CREB3L2	82.575	36.742	31.437	94.875	63.441	15.419
SPOCK2	41.447	219.13	63.238	0.18546	0	0.24243
SLC43A3	22.339	37.279	41.185	37.286	45.224	140.6
VPS13B	36.691	71.559	68.403	75.676	47.608	23.802
EXOSC4	41.001	84.603	20.806	84.004	40.7	52.283
ARIH2	53.532	59.25	65.127	48.412	48.111	48.929
AHCY	51.384	17.073	43.157	58.017	111.59	41.991
CACYBP	43.739	86.815	112.01	3.0837	19.653	57.886
7-Mar	68.508	81.02	99.418	29.644	6.1987	38.334
ECD	61.153	73.82	56.471	11.771	76.602	43.02
INTS10	48.373	70.07	57.497	22.008	92.849	31.989
LTV1	49.753	25.612	53.319	45.825	131.34	16.819
APEH	35.5	63.171	84.595	62.245	39.06	38.031
GNAI3	17.073	59.24	91.674	61.217	29.778	63.49
RCN2	72.556	26.45	57.229	107.93	43.051	15.223
GPX3	0	2.4002	2.3931	50.746	85.887	180.99
PTGDS	0	0.057334	0	296.53	25.827	0
MLX	69.54	62.067	64.855	36.107	29.684	60.041
BMP1	4.1808	2.2716	4.2646	61.843	248.51	1.0738
MTERFD2	74.634	84.418	68.847	28.519	56.075	9.1872
PCID2	27.473	96.889	82.967	58.879	36.164	19.286
LILRB4	2.6158	0.89333	0.50357	0	0	317.42
DHX9	42.199	49.659	80.545	48.914	68.957	31.112
MYC	49.72	101.05	28.46	81.708	44.019	16.207
AP1B1	77.458	20.14	37.12	52.289	15.386	118.71
DCAF7	54.065	60.675	93.26	21.34	56.03	35.666
PRPF38B	43.854	78.438	93.731	67.152	12.146	25.592
CCDC90B	38.017	41.417	66.062	115.19	35.735	24.356
TIMP3	6.9286	6.0425	1.1448	150.81	153.04	2.6091
HDAC3	44.738	49.577	68.239	1.9463	116.24	39.686
CMC2	22.059	109.25	91.592	34.63	17.824	44.803
SMS	53.804	43.941	52.956	0	65.05	104.37
DPF2	60.515	51.421	99.332	39.932	50.976	17.928
TRPT1	133.2	33.273	57.097	39.977	18.885	37.669
TIPRL	45.602	56.954	68.551	39.611	60.888	48.488
SRSF1	56.415	52.732	77.297	63.027	40.859	29.694
CREB3	20	44.799	65	102.27	56.33	31.575
MED4	74.248	58.305	74.737	48.246	37.503	26.691
CHCHD5	19.411	37.524	33.241	98.368	88.24	42.783
FLYWCH2	51.661	37.49	28.725	88.312	61.412	51.923
YDJC	76.937	67.559	71.088	58.838	9.304	35.758
ASB8	33.997	59.757	61.03	41.736	93.453	29.428
KIAA0247	47.969	51.841	63.544	80.709	12.229	63.063
ZNF410	31.943	57.778	89.006	66.666	60.906	12.99
MRPS18A	50.951	36.283	42.892	29.385	117.13	42.467
NOA1	42.899	24.471	47.2	134.07	52.796	17.088
SDHAP2	45.522	27.321	41.457	153.32	34.943	15.797
PLOD3	7.8022	21.494	23.115	144.84	68.109	52.686
UBE2G2	45.903	74.952	84.697	64.341	16.023	31.996
TP53I13	53.229	35.518	38.457	0	167.42	23.259
NFX1	126.14	51.828	69.116	15.276	24.43	31.024
BCLAF1	62.258	71.857	91.072	31.284	26.183	34.975
NUMB	48.907	37.721	47.986	82.065	31.236	69.497
MTMR14	78.703	34.251	57.073	1.2082	57.201	88.755
EFCAB14	77.222	57.638	80.643	47.933	18.533	34.958
AQP3	37.822	221.97	28.25	0	28.828	0.037318
SS18L2	59.103	74.983	105.7	22.202	14.83	40.014
TMEM134	91.137	52.73	60.159	42.758	24.307	45.693
RBM25	76.445	63.871	67.14	63.919	17.864	27.521
QTRT1	84.827	46.928	54.114	59.935	53.692	17.027
TNFRSF9	9.8489	51.794	241.43	6.5572	2.255	4.6179
TMEM255B	1.0422	0	0.052711	309.52	0	5.8705
LSM6	42.168	52.732	64.574	31.781	75.093	50.104
TRIM27	39.729	65.908	64.975	78.936	27.15	39.679
DEDD	12.407	77.724	49.194	37.209	104.3	35.36
SYNCRIP	67.59	70.628	73.877	23.917	56.376	23.407
EMC2	45.499	33.762	50.539	99.301	44.867	41.319
MAP1LC3A	12.537	31.879	15.052	78.407	157.02	20.356
MRPL36	64.626	40.192	61.021	16.18	71.732	61.459
ORMDL2	41.092	63.768	62.793	61	28.33	58.213
PLAC9	0	0.14291	0.11384	175	139.87	0.009633
PLOD1	9.2063	3.4648	16.532	138.42	86.675	60.782
PRRC2C	76.048	74.275	73.715	32.401	24.298	34.17
C21orf59	23.464	45.792	57.601	161.42	7.6722	18.815
NEK6	65.171	17.854	20.448	26.212	73.905	111.14
PREB	43.39	39.489	60.437	24.308	120.25	26.789
NDUFB1	50	48.922	43.789	13.197	63.714	94.99
ZDHHC6	47.996	50.052	92.443	39.059	43.133	41.712
SPTAN1	29.398	51.92	84.916	74.552	63.176	10.37
SMA5	22.853	59.702	44.436	147.3	8.0525	31.948
C15orf48	4.263	0.082601	2.0123	0	0	307.91
ITFG1	46.908	42.365	74.064	46.52	56.856	47.466
GBA	29.851	21.387	35.926	93.222	76.263	57.099
LINC00294	45.643	70.458	82.178	74.806	20.074	20.464
ARL4C	34.524	124.47	80.12	24.273	20.067	30.073
CCDC69	59.602	46.21	82.62	83.897	18.774	22.417
NCAPH2	28.701	57.841	51.51	128.49	17.469	29.493
CHST12	15.028	74.452	159.63	40.453	5.2648	18.672
NOP2	43.383	49.893	64.497	82.604	53.645	19.109
CD5	0.91284	215.99	94.782	0	0	1.4036
SCYL1	41.19	21.476	42.988	51.143	122.81	33.314
TAP2	42.25	45.755	58.116	65.171	67.34	34.068
DHX30	52.842	76.998	64.543	37.608	57.656	23.019
ABT1	47.955	78.43	80.888	42.698	28.755	33.734
TMX4	74.488	40.627	72.089	32.326	65.349	27.57
HNRNPA0	64.467	53.707	32.429	83.356	49.655	28.703
U2AF1L4	36.892	51.023	43.846	53.504	108.62	18.334
PPP1R11	90.482	45.02	75.382	31.392	14.472	55.466
FCAR	38.807	50.259	55.126	26.429	15.689	125.87
ANXA4	11.044	17.76	28.44	70.761	120.04	64.075
VRK3	29.711	49.502	69.459	68.327	61.284	33.672
ILF3-AS1	63.765	79.365	69.459	42.584	20.072	36.582
EPS15	73.837	74.439	83.21	27.728	14.179	38.259
MAP3K8	21.148	14.603	26.278	64.699	74.461	110.46
LRP10	37.224	33.952	64.602	81.445	43.033	50.82
PRDM1	20.949	140.25	100.48	12.513	4.1787	32.652
MRPL24	37.97	34.795	40.57	26.441	123.86	47.347
POLR2I	20.425	71.048	31.095	54.841	90.254	43.157
ALKBH7	38.089	76.453	41.693	66.344	29.362	58.801
HSPH1	34.579	29.412	111.32	34.724	27.895	72.78
ANKRD39	42.85	115.72	56.527	49.124	14.265	32.2
PDLIM4	0	0	4.9417	61.525	243.62	0.56098
LRRC41	43.895	53.705	62.065	62.864	54.999	32.882
RTN4	15.619	83.65	28.009	46.745	69.414	66.948
LMBRD1	121.14	36.867	54.175	12.829	40.531	44.582
WDR13	56.206	29.562	30.72	85.626	69.325	38.661
CYB561D2	30.7	67.441	101.18	36.293	16.818	57.659
LINC00649	49.748	93.107	75.204	36.129	32.812	23.046
UBE2F	17.527	28.476	125.25	46.075	35.339	57.345
SCFD1	77.903	34.082	56.922	73.616	41.659	25.752
SPDYE7P	89.378	46.415	73.882	54.13	33.019	13.037
ARHGDIA	38.495	46.139	30.483	81.106	62.723	50.893
TMEM160	86.853	48.041	48.019	48.508	40.021	38.087
DCAF13	38.703	39.618	64.164	86.497	48.461	32.082
LOC100506190	41.014	67.289	66.317	50.416	46.62	37.848
PTP4A2	54.382	59.449	85.19	22.237	54.103	34.032
POR	16.587	67.45	48.273	63.757	46.737	66.382
CNOT2	55.898	79.814	54.451	67.069	35.054	16.896
TSPAN31	45.165	50.002	55.871	75.288	18.379	64.223
STAU1	24.149	54.184	68.298	38.972	83.612	39.556
FIP1L1	66.509	50.888	84.064	13.171	58.63	35.477
SSR1	55.825	72.804	75.068	20.518	45.442	39.039
ITFG2	102.5	64.838	55.192	2.5846	57.017	26.545
FBXL12	40.358	23.902	52.827	34.407	139.34	17.684
GPR174	22.491	106.55	179.4	0	0	0
GLOD4	38.077	90.189	83.17	30.4	13.309	53.11
FAM192A	47.873	46.936	67.232	59.08	53.634	33.438
CBX1	62.546	32.689	31.97	81.752	64.967	34.14
ASL	1.423	12.612	27.972	162.11	72.116	31.808
VBP1	48.885	56.85	79.143	34.076	38.549	50.467
INPP4B	0.039353	107.18	178.05	5.1182	14.145	3.2232
KTN1	76.026	46.406	38.912	57.329	47.15	41.73
TCTA	66.158	44.144	63.873	69.81	41.503	21.937
BPGM	30.335	73.72	49.904	52.987	93.834	6.6447
WAC	42.74	52.624	62.184	102.34	8.9173	38.381
CLPTM1	56.178	50.513	42.419	73.689	48.388	35.889
MPP1	8.4305	6.1218	27.233	51.665	39.357	174.21
PAF1	47.817	48.977	59.196	66.165	55.732	29.03
IGFBP5	0	0.095743	0.4505	112.32	193.89	0.15061
TSNAX	32.149	77.848	82.329	23.7	43.92	46.932
SAT2	49.972	42.116	37.398	20.069	75.794	81.454
LYPLA1	66.595	63.006	67.573	39.065	23.982	46.545
NAAA	77.418	67.835	61.34	0	15.335	84.826
DDX27	61.03	62.461	63.71	39.465	29.165	50.894
SPG7	20.645	52.363	43.441	98.391	67.612	23.993
ELP5	60.854	37.845	43.603	128.14	4.8412	30.929
RECQL	44.014	71.651	66.65	70.295	35.636	17.952
HPS1	76.208	42.798	83.316	16.475	27.142	60.085
METTL3	67.048	53.187	78.805	38.239	50.821	17.73
RSPRY1	55.953	39.919	73.634	71.334	40.467	24.48
ILVBL	18.797	18.109	33.02	158.04	35.435	42.349
MTERFD1	83.208	17.162	34.23	77.778	82.835	10.369
SLA2	8.4921	92.771	181.99	9.2446	10.699	2.164
GPR18	167.96	41.337	83.02	0	0	13.033
UBAP2L	52.483	52.778	65.825	39.137	66.848	28.251
ACOT8	50.748	42.308	51.834	71.289	49.594	39.463
UQCRB	37.142	46.228	39.945	109.14	37.397	35.372
EAF2	257	3.3518	5.5368	0	0.81125	38.479
C12orf10	86.337	37.357	55.516	27.516	67.736	30.603
CD6	5.9844	172.8	126.18	0	0	0.071098
SLU7	54.975	55.321	73.499	45.698	40.76	34.516
NEMF	66.486	34.209	66.651	75.664	41.079	20.625
KRCC1	75.035	41.285	49.876	64.755	36.731	36.684
TMPO	47.334	78.549	93.302	18.888	36.34	29.867
UTP6	118.68	37.259	59.162	25.316	16.42	47.367
TBCCD1	93.02	51.304	64.375	44.516	30.243	20.641
UAP1	15.763	5.9088	21.163	83.036	165.76	12.32
THUMPD1	44.119	66.914	64.254	60.393	43.964	24.303
ISCA2	51.353	53.233	56.89	44.332	45.501	52.604
PGS1	74.47	50.532	40.797	62.662	34.485	40.903
TYK2	69.882	68.037	60.822	10.313	47.492	47.204
JKAMP	55.963	55.912	46.023	42.993	23.72	79.095
DNTTIP2	49.174	66.601	120.01	8.9718	9.7437	49.023
C5orf56	17.518	121.72	137.13	8.3747	0	18.746
