Gene	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
NUTM2A-AS1	25.259	26.438	24.233	14.229	22.288	22.802
SWAP70	108.17	13.694	6.3178	2.7933	2.336	1.8703
RP11-285F7.2	28.607	5.0442	19.612	7.084	39.573	35.142
PIK3C2B	80.149	2.3236	16.301	2.3155	17.056	16.773
FOXN2	19.385	26.367	29.741	27.158	17.195	15.064
MRPL37	27.006	29.969	29.941	0.70105	24.524	22.68
NOP2	25.072	16.776	35.863	2.899	26.098	28.074
LAS1L	29.192	16.863	31.631	1.2745	28.969	26.824
IGHV1-3	124.5	0	7.7026	0	1.5299	0.93006
MED29	20.83	23.21	31.819	19.788	19.98	19.034
BTN2A2	57.853	14.026	25.86	17.105	8.4873	11.306
AC006002.1	25.361	15.74	34.692	24.535	16.92	17.359
SERGEF	23.694	15.3	34.297	0.81806	30.375	30.114
ATPAF1	20.9	21.697	28.581	5.0452	31.91	26.429
EMG1	31.761	15.371	28.62	2.1455	28.445	28.165
ACAD10	28.719	20.981	27.672	16.037	20.67	20.403
SLC35B2	24.424	39.433	32.622	4.5277	15.52	17.88
AREL1	11.783	14.408	36.376	42.317	12.908	16.468
UVSSA	18.85	17.211	43.678	21.988	16.338	16.132
TCEB1P19	15.445	15.252	19.438	57.674	12.6	13.782
GBF1	21.762	19.114	37.121	14.659	19.915	21.616
NOL11	24.685	9.869	32.85	1.0413	30.834	34.874
RP1-122K4.3	25.365	19.081	37.71	17.366	16.103	18.471
RP11-977G19.10	19.789	30.481	33.854	3.0323	26.895	19.996
TP53	37.648	17.995	32.211	2.2304	22.684	21.271
NT5C3B	31.626	22.74	18.918	0.18586	29.196	31.356
C11orf68	18.624	15.163	26.479	40.943	18.386	14.426
PCNT	17.587	11.161	52.774	1.4967	16.665	34.322
GRK5	29.146	9.4919	38.597	17.194	23.162	16.404
HLA-DRB6	68.211	57.356	3.0627	0.13218	1.2938	3.9068
PWP1	41.07	13.247	33.191	2.7634	21.398	22.273
SPG20	17.122	24.637	32.855	28.125	20.594	10.608
FKBP3	26.265	24.304	30.265	2.2629	28.473	22.343
PITPNB	25.188	17.426	29.016	19.17	23.378	19.711
NIPSNAP1	23.95	9.661	30.576	8.873	30.416	30.402
CNIH4	10.288	38.212	21.386	30.544	17.339	16.027
ZBED1	24.646	24.883	25.309	29.27	14.474	15.205
PIGQ	24.812	20.322	30.397	11.441	21.45	25.363
RRP7A	27.668	27.275	30.881	3.1516	21.878	22.928
PLEKHA1	18.635	4.231	60.619	0.23646	25.454	24.59
CHERP	26.861	16.246	26.295	29.092	17.065	18.178
TPT1-AS1	25.996	10.254	37.812	10.61	25.368	23.661
EIF2AK3	73.169	6.878	23.414	1.041	13.7	15.497
TGIF1	27.579	24.925	15.484	6.2296	26.779	32.696
NICN1	32.568	13.995	38.658	2.8888	21.777	23.804
KDM2B	38.221	20.019	29.979	1.6144	20.759	23.009
RP11-561P12.2	13.263	3.0219	58.317	4.0996	28.023	26.866
PWP2	23.529	11.683	49.73	5.1726	19.146	24.297
CHD8	23.79	14.058	31.188	23.421	19.038	21.959
SKIV2L2	24.522	22.793	37.483	9.7084	18.119	20.776
TMEM189	16.938	36.661	36.157	1.9331	18.852	22.811
TMCO6	17.854	17.069	25.674	27.708	22.683	22.327
THOC3	18.45	10.14	24.976	1.7738	50.047	27.904
ETV6	15.81	30.665	13.387	55.803	11.255	6.3249
UGGT1	15.857	20.727	35.565	30.158	13.466	17.468
ST3GAL4	0.52698	9.9843	38.536	74.318	2.9266	6.8059
MPDU1	21.191	48.56	23.602	3.8767	17.635	18.23
NIT2	33.481	15.019	33.461	0.63723	26.792	23.684
RAB11FIP3	25.857	7.2534	48.952	0.32926	21.996	28.684
AP3B1	33.432	24.273	23.469	24.376	12.734	14.778
CD320	14.571	1.1151	53.995	0.93531	29.786	32.613
CD24P4	123.72	0	0	9.2192	0	0
ARL5A	27.702	31.108	33.574	6.086	15.994	18.303
RAB11FIP4	17.27	10.213	30.802	41.903	14.324	18.159
SLC9A8	16.74	14.953	24.568	49.42	12.122	14.849
FAM219B	22.115	15.059	39.144	5.7681	26.245	24.223
GLTSCR1L	17.269	11.234	29.543	29.726	20.882	23.879
IL1RAP	2.8574	13.42	5.7321	102.55	3.378	4.5884
NTAN1	24.888	22.029	24.525	14.083	23.462	23.438
TNRC6B	17.46	10.432	28.271	37.294	15.794	23.125
FBXO6	10.272	26.697	52.628	22.198	7.322	13.249
MSH5	37.631	15.453	41.848	5.0026	16.083	16.318
NUP88	60.823	9.8886	22.617	0.6162	19.444	18.94
CAPN3	64.408	22.376	11.024	8.0681	14.144	12.288
SNHG15	20.409	23.697	29.837	0.72777	24.383	33.239
ZHX2	44.446	3.1473	19.15	16.952	24.065	24.522
UCK1	19.457	19.571	32.431	18.895	20.601	21.254
CLUHP3	25.423	0	24.786	0	40.574	41.399
CCNJL	0	0.03126	24.922	107	0	0.12401
RABEP1	43.507	12.431	29.121	11.011	16.045	19.95
CASS4	0.30512	4.7619	6.4351	106.09	6.7465	7.6939
FAM127A	14.458	46.887	30.385	6.8219	15.674	17.8
FAM76B	28.211	14.838	28.646	17.1	22.125	21.058
GALC	5.1843	29.932	50.728	21.04	8.9586	16.102
PRKCQ	0.030498	0.093791	46.026	0.15931	41.22	44.399
DNAJC11	28.056	19.24	33.368	0.96679	25.036	25.261
COMMD4	17.173	26.613	47.059	3.8865	19.116	18.072
CNPY4	14.028	10.744	37.116	6.5747	31.245	32.199
GYS1	21.446	23.919	36.287	7.6261	22.007	20.59
RNF113A	21.741	17.099	40.051	14.728	19.173	19.046
KPNA2	18.522	21.936	39.433	0.83901	16.453	34.65
EIF2S2	19.945	33.086	20.651	16.442	23.8	17.883
SH3BP5L	14.427	14.382	20.1	60.785	11.578	10.53
AC006978.6	26.372	18.504	34.718	11.135	19.198	21.837
LRPPRC	31.698	18.572	29.412	0.56286	25.711	25.783
DDB2	24.582	14.276	39.433	2.3393	27.372	23.735
NUP85	25.625	20.55	30.725	6.2665	24.213	24.17
ITM2C	85.391	2.9591	4.5113	1.2749	17.468	19.921
TUBGCP3	20.233	28.282	21.758	30.122	15.613	15.484
TRMT2B	28.917	11.859	29.52	4.6733	29.893	26.618
IGKV2-30	131.47	0	0	0	0	0
DDX59	21.867	19.48	29.623	27.401	15.811	17.283
TRBV28	0	0	0.53804	0	70.29	60.546
SESTD1	56.721	47.783	8.6813	14.35	1.5865	2.2372
PRDM1	5.4085	10.523	44.835	25.342	24.887	20.344
ZNF451	28.672	14.509	35.289	5.4804	22.051	25.283
PIP4K2B	22.257	14.746	34.497	6.2555	28.849	24.668
SLC52A2	20.606	23.955	41.974	5.8206	19.385	19.527
MTOR	27.703	14.266	34.878	7.6669	23.679	23.058
WHSC1	25.737	13.872	30.664	1.7525	30.575	28.647
TRIO	67.6	29.421	27.445	1.1579	2.131	3.4362
ATF3	1.4131	111.81	8.8142	1.3065	1.7353	6.0559
DTNBP1	28.919	16.716	37.217	11.863	16.959	19.447
FAM228B	21.876	17.898	36.731	21.853	15.232	17.491
PRPSAP1	20.895	25.008	35.348	7.2112	22.769	19.826
PSMD11	21.729	21.946	34.167	10.329	20.442	22.424
CYB561D1	19.472	12.245	39.522	20.912	21.662	17.201
NFU1	29.667	17.558	30.731	5.7806	22.931	24.337
RIPK3	17.424	21.321	28.677	34.344	14.838	14.39
USP36	18.79	10.423	28.856	0.25494	34.503	38.133
SNRNP40	27.105	17.342	40.114	4.123	19.094	23.14
ZBTB7A	15.777	28.658	37.814	15.868	12.507	20.282
KIAA1324	1.3418	0.69818	4.8166	105.79	10.17	8.0605
CLDN15	23.242	9.796	29.393	16.62	27.31	24.469
THAP4	25.056	19.07	26.73	5.7317	29.924	24.293
SEPT7P2	27.755	12.381	35.781	1.0622	26.549	27.256
GZF1	10.328	34.141	42.374	17.239	8.6885	17.95
ABCC5	13.767	14.122	27.686	41.092	16.424	17.552
ITFG3	20.961	28.126	34.146	8.7224	21.067	17.607
EPHB6	41.702	17.287	4.601	10.916	41.266	14.838
ARFGEF1	14.846	18.778	28.858	26.921	20.006	21.199
KSR1	11.814	41.508	20.396	37.213	8.6259	10.985
RAD17	39.046	12.163	31.097	2.486	22.674	22.965
RP11-958N24.1	25.5	13.735	36.215	0.58443	28.437	25.927
SH2B2	48.132	16.663	0.81741	63.066	0.75982	0.91968
MTRF1	25.125	10.764	29.661	7.1372	25.76	31.771
HACD2	28.32	20.056	34.483	9.176	19.787	18.379
UBE2G1	23.168	16.694	29.726	21.367	19.873	19.36
PDP1	29.374	21.761	24.439	4.599	24.962	25.01
RUFY3	39.72	31.409	26.301	0.2655	14.38	18.065
IFIH1	25.285	21.745	14.726	41.185	13.668	13.498
HPS4	35.593	14.613	27.955	4.4056	24.601	22.938
ZNF414	18.809	16.184	30.884	4.5084	30.518	29.138
NMT1	25.18	22.311	29.833	9.0787	23.3	20.335
JKAMP	13.25	32.642	22.712	36.832	12.542	12.059
CACUL1	12.534	23.813	23.754	44.987	11.266	13.671
E4F1	19.907	15.257	35.117	16.855	21.328	21.55
PMM1	15.816	17.883	22.571	17.307	29.572	26.862
CHID1	19.774	25.074	32.683	1.4555	25.226	25.795
MDM2	14.139	20.902	25.281	45.277	11.415	12.947
PTPN11	20.423	24.304	32.539	12.271	20.986	19.4
PLXNA3	38.975	2.8765	30.272	0.40361	27.226	30.099
C1orf122	19.694	22.729	29.13	17.992	19.189	21.073
SEMA4C	1.1794	2.8871	75.588	1.6993	23.848	24.583
EPSTI1	24.844	33.184	24.95	21.54	15.214	10.046
HIATL1	9.7895	43.317	17.572	39.411	10.094	9.5601
MAPK7	13.987	40.641	38.253	10.048	13.601	13.197
SUSD1	5.793	42.667	58.613	2.8254	5.2627	14.56
THRA	8.742	11.005	39.293	6.8009	28.877	35
GNPAT	25.666	25.837	29.628	10.409	20.521	17.649
TERF1	17.617	11.692	55.084	8.0499	15.198	22.024
PCGF1	21.662	22.627	40.884	7.0838	14.532	22.873
DDX49	17.963	31.483	33.38	9.3784	18.125	19.318
RP11-513I15.6	28.287	27.502	23.091	13.753	19.109	17.868
CCNC	25.642	25.053	28.635	2.2728	25.177	22.809
VAMP4	20.616	18.77	33.03	5.4494	26.734	24.967
TSEN15	17.253	13.694	49.685	0.22315	22.473	26.125
COMMD8	15.271	36.244	29.301	19.31	15.403	13.914
HAL	0.81335	13.349	0.55878	114.26	0.18998	0.21187
AKR7A2	23.317	31.158	32.96	1.7207	20.866	19.34
NUP160	33.887	9.4306	29.668	5.4806	25.093	25.77
SRXN1	1.2607	27.939	17.077	73.148	2.829	6.9913
DYNC1LI2	17.985	27.043	29.17	21.206	16.218	17.619
CTRL	16.407	15.279	30.68	32.081	14.468	20.246
GPATCH4	28.884	9.4204	31.407	0.063753	26.535	32.83
FBXO3	19.124	14.007	36.105	11.06	23.518	25.298
ING1	23.582	26.815	15.894	43.59	10.1	9.1006
FOXO3	7.3631	19.956	23.661	56.162	10.119	11.723
NTMT1	18.645	21.625	26.295	10.04	25.906	26.433
DHRS13	8.2333	3.3245	18.573	76.357	10.772	11.645
KCNA3	22.272	4.9191	12.663	0.03186	53.021	35.904
PPP1R8	19.031	16.508	40.068	12.979	18.435	21.776
THBS3	17.273	19.988	16.403	34.23	21.327	19.574
HPS3	32.974	17.697	33.891	11.874	14.76	17.484
AATK	0.122	8.6376	7.5266	112.13	0.11295	0.13432
TMED3	22.76	25.862	31.726	0.27614	22.148	25.867
AFF4	28.626	17.35	31.368	13.913	17.76	19.598
AKTIP	8.3146	6.4912	20.27	33.941	32.286	27.305
NCR1	0	0.33342	120.81	1.6789	0.17969	5.6014
PAIP1	22.247	26.531	28.639	5.3536	20.745	25.086
RRP7BP	38.355	5.6219	20.415	1.1738	32.107	30.885
FAM118A	20.002	27.322	18.623	4.4712	27.335	30.799
DHX58	20.578	21.463	22.708	12.937	26.156	24.7
PPIAP22	24.702	25.574	31.093	0	23.119	24.043
ZMAT5	14.537	28.588	23.149	30.026	17.918	14.224
TSPAN33	97.285	16.106	4.7796	0.084961	4.1796	5.9839
OSBPL3	18.046	7.3378	58.181	0.063721	20.872	23.918
RP11-398H6.1	19.683	21.949	33.454	23.892	14.608	14.83
SCAF1	21.841	19.118	26.553	28.646	16.064	16.169
CCDC66	20.085	7.4301	22.433	1.5296	41.04	35.869
MESDC1	23.25	28.279	27.841	17.151	15.177	16.681
TRIM13	34.211	11.476	26.172	6.7301	26.055	23.729
RBM7	22.283	24.457	27.106	14.063	18.88	21.562
DCTN6	15.697	26.897	29.184	7.096	18.587	30.881
SRGAP2B	15.833	50.084	16.164	23.436	11.593	11.139
VPS41	19.407	26.823	26.744	37.024	8.7996	9.4496
PDK2	23.692	17.258	32.054	0.6587	27.416	27.167
TMEM87A	18.968	23.418	34.263	10.028	19.917	21.615
HERC2P9	26.215	11.579	45.893	0.45693	22.307	21.746
ECD	18.463	19.675	34.331	20.677	15.22	19.783
CNTNAP3	1.3522	0.6982	2.3749	121.93	0.74447	0.97652
SCRN2	22.742	14.871	32.368	3.6221	28.346	26.127
RTF1	19.954	16.311	25.834	29.145	19.369	17.454
CHTF18	29.589	7.6282	40.098	5.4594	20.595	24.566
TIMM23	18.946	24.777	33.009	5.7519	19.19	26.188
RCN3	1.4233	32.507	0.78104	88.688	3.0496	1.3536
SMAP1	12.293	23.548	31.413	16.802	23.262	20.416
ZNF90	28.221	11.181	24.879	26.169	19.443	17.83
ALDH3B1	1.1384	94.1	3.6054	28.138	0.344	0.36691
GATAD1	31.03	21.095	37.928	4.5775	15.19	17.872
ZBTB40	29.794	10.609	31.186	1.052	27.644	27.405
ZNF195	26.957	14.162	38.509	1.1046	22.72	24.218
NCOA2	15.311	14.454	26.745	46.343	10.439	14.368
POP4	19.207	25.177	32.794	9.8748	18.902	21.637
RP11-475C16.1	16.753	15.528	14.747	0	42.303	38.233
NDRG3	18.184	16.433	29.714	20.088	25.01	18.052
NAE1	20.029	7.7324	35.686	1.9352	33.254	28.831
GMPS	17.934	19.666	33.412	1.2329	28.702	26.513
ZDHHC4	29.244	21.404	30.842	1.2532	21.757	22.951
OSBPL11	18.399	27.961	10.558	57.458	6.845	6.1384
KCTD2	14.985	13.519	29.398	27.103	20.49	21.841
JAK2	13.3	47.405	19.874	32.469	6.6337	7.6054
ZCCHC2	13.988	11.423	18.404	51.449	14.177	17.84
CCDC53	28.574	21.844	22.407	15.102	21.622	17.729
ADCK4	18.258	18.579	26.843	28.677	17.449	17.468
ZNF512	32.583	10.379	27.807	3.4095	28.931	24.138
SIN3A	24.732	9.3688	30.787	19.329	22.812	20.209
RB1	40.056	28.761	17.889	17.998	10.998	11.534
NXPE3	17.358	24.126	22.513	10.204	28.481	24.538
FOXO1	39.9	6.5766	10.765	15.423	31.805	22.719
DDX54	24.232	23.052	33.267	0.28676	22.357	23.981
BOP1	26.561	19.984	35.036	0.22314	22.679	22.691
VPS13B	20.768	13.642	32.505	25.906	15.044	19.275
B4GALT7	29.146	20.892	31.55	0.57351	21.263	23.696
TCEB3	26.507	23.132	35.307	6.5531	15.322	20.299
CD84	22.751	23.145	7.1868	4.1951	30.119	39.636
ERP44	18.581	34.362	19.748	31.838	11.992	10.473
C11orf30	19.996	13.172	28.138	22.337	20.055	23.227
CDK12	21.123	15.705	30.58	14.771	19.765	24.916
VPS72	19.792	18.039	31.14	20.402	19.982	17.487
MT1X	4.5852	25.271	24.923	1.6162	36.91	33.529
CDK17	16.103	5.5653	49.223	14.178	17.458	24.304
CNP	23.889	30.266	33.697	5.9702	18.292	14.701
HSPBAP1	19.833	18.996	19.244	51.223	8.7898	8.7109
SF3B3	27.041	16.653	31.405	1.923	26.728	22.995
SUGT1	21.829	29.191	31.938	1.41	22.919	19.392
PLCXD1	34.987	13.787	28.223	0.95595	25.352	23.366
PICK1	23.886	18.664	32.104	10.238	20.2	21.547
PKIG	117.83	0.9901	2.5661	0.1488	1.7507	3.3377
FBXW11	31.96	17.394	29.434	13.803	15.963	18.063
AC003043.2	22.484	18.315	26.212	0.72796	27.398	31.47
NOL6	24.113	16.34	31.133	0.98776	26.657	27.355
PRKAG1	17.47	29.096	29.694	21.739	13.61	14.949
TSC1	24.318	14.903	31.949	12.617	21.498	21.263
PCED1B-AS1	11.157	0.58885	30.732	1.27	48.269	34.513
TBP	22.864	15.955	31.081	11.141	21.005	24.454
PIK3CG	15.381	16.77	30.257	42.386	7.969	13.718
CSGALNACT1	35.022	4.9608	3.2438	27.348	44.07	11.76
HAPLN3	4.3004	1.511	7.3143	0.042532	73.027	40.103
FIG4	32.148	31.044	26.568	21.046	7.7178	7.7718
ZNF664	24.631	15.776	40.057	0.86033	22.853	22.111
FNDC3A	18.77	19.81	29.882	13.679	21.149	22.966
UMAD1	17.711	13.932	23.975	24.955	22.594	23.044
UBQLN4	25.878	17.165	30.431	1.0211	25.867	25.842
STAMBP	21.524	19.122	23.905	26.351	18.696	16.575
R3HCC1	15.409	19.168	39.939	8.8148	21.474	21.36
MED23	24.4	12.839	33.251	13.891	19.9	21.866
WDR91	22.815	19.665	23.05	21.38	19.568	19.651
OSGIN2	9.8219	17.568	17.092	62.378	8.7332	10.479
DPAGT1	27.5	25.562	30.921	1.7119	19.481	20.892
KCTD10	9.3542	10.619	78.652	5.9474	9.9302	11.56
NUP188	27.991	11.588	33.325	0.75395	26.967	25.38
TMEM18	27.433	21.084	30.339	1.6371	24.026	21.484
TELO2	34.289	21.886	29.13	1.795	20.68	18.217
HDDC2	18.187	13.318	46.875	1.1045	23.049	23.458
ATR	27.238	13.96	35.604	2.7203	21.555	24.912
UPF2	21.961	11.433	22.257	37.664	16.662	15.992
CEP120	32.394	8.5451	25.853	7.6049	26.389	25.177
NAIP	9.436	49.417	12.876	39.804	6.5369	7.8891
ERLEC1	20.11	18.967	37.471	5.0882	20.287	24.027
DNLZ	24.336	12.505	30.705	1.668	28.273	28.456
PRR12	22.986	9.7948	33.836	4.0254	28.191	27.082
NFRKB	18.806	13.661	23.188	12.46	34.666	23.118
GPR75-ASB3	20.824	17.847	31.529	20.107	16.924	18.667
HCFC1R1	17.631	35.333	27.741	4.1104	21.761	19.313
NCAM1	0.080971	0.5628	122.36	0.031885	0.19509	2.6399
PEX26	19.387	17.396	34.235	2.5498	25.427	26.861
PARN	25.414	14.311	30.081	11.099	22.293	22.617
RP1-90K10.3	18.415	16.762	24.177	19.586	24.944	21.911
ARHGEF40	0.2948	44.541	0.60524	79.946	0.15402	0.24806
CCDC93	24.485	16.695	29.53	13.138	21.553	20.33
DESI1	20.241	26.012	24.917	13.824	20.761	19.949
PPRC1	24.096	17.925	30.937	0.83918	22.972	28.777
GOLGA4	18.159	12.963	35.194	10.332	21.075	27.807
AHCY	29.483	38.045	12.334	1.6469	22.448	21.517
PPP4R1L	22.113	18.101	18.469	44.866	11.414	10.499
C10orf32	19.33	31.953	25.652	6.4165	21.419	20.675
OTUD4	23.3	16.256	34.785	4.7583	20.109	26.233
SMC5	24.052	17.716	35.627	5.7776	21.625	20.582
NNT	22.426	24.03	34.324	2.6551	21.795	20.146
ASH2L	21.881	21.521	30.034	22.897	15.47	13.568
RNF135	19.359	49.265	14.053	36.664	2.5726	3.4569
NAT10	32.774	13.048	28.283	0.62682	25.316	25.309
TMEM199	19.46	14.995	31.902	13.705	21.165	24.119
TMEM126A	21.015	24.185	28.808	1.3913	24.791	25.148
ADGRG5	16.059	0.36997	91.054	0.1381	1.1911	16.41
HNRNPLL	2.6792	14.24	7.8146	24.254	42.287	33.945
SMYD2	22.71	13.411	33.199	0.46733	29.681	25.745
PCED1B	10.268	0.32302	19.467	0.50455	49.998	44.568
ELK1	21.056	22.884	20.012	7.8153	29.207	23.953
WDR37	16.674	16.863	38.859	12.065	19.118	21.278
GYLTL1B	110.4	0	1.0191	0.07434	5.6476	7.7096
VARS2	31.124	13.536	28.581	0.26551	27.172	24.077
ZNF185	2.1042	48.283	2.6179	68.142	1.8587	1.6485
SCYL2	15.201	21.645	28.002	30.77	14.084	14.93
IQCB1	39.749	15.925	26.517	2.05	20.46	19.923
AREG	23.405	3.6059	58.593	0.44608	16.038	22.519
WDR59	25.888	11.618	27.051	5.267	27.611	27.132
USP1	23.729	13.058	30.649	16.036	21.741	19.325
CD300LB	0.10166	79.075	2.7163	42.48	0.0154	0.13951
RRAS2	48.765	0.22927	49.565	0.10624	6.6897	19.129
MAD2L1BP	18.832	18.32	31.013	21.334	15.048	19.931
PHC1	26.139	4.4087	29.354	0.99829	38.678	24.887
SNX29P2	106.17	3.5799	8.3348	2.364	2.0281	1.9635
PPP2R5D	16.491	18.29	32.813	11.184	24.027	21.627
KBTBD4	21.227	7.3051	24.928	16.07	27.425	27.413
ZNF513	18.326	23.06	31.997	10.015	19.485	21.477
CASP10	15.772	15.424	54.828	8.5496	16.688	13.079
RP11-206L10.3	5.505	20.276	7.3774	84.72	3.3631	3.0744
TRBV19	0	0	0	0	73.553	50.732
KLHL21	9.5459	13.766	24.001	35.974	21.047	19.943
AC092037.2	22.122	24.796	25.678	5.6091	21.539	24.405
PAPSS1	17.395	35.154	13.775	40.03	10.218	7.5383
SPTY2D1	10.827	16.092	37.645	21.509	14.097	23.92
MAPK9	21.539	17.403	36.105	8.0292	19.389	21.471
SNORD89	0	0	0	123.9	0	0
COPS2	17.649	21.676	24.711	6.522	24.7	28.607
BTNL8	0	0.17718	0	123.66	0	0
AAAS	23.681	19.123	30.723	5.249	23.857	21.173
PPIAP29	1.281	7.5086	4.2721	103.14	3.7636	3.8389
USP9X	17.637	13.775	23.414	39.49	14.412	15.019
KRIT1	25.07	13.226	39.734	4.4928	20.333	20.837
DGCR14	15.609	15.278	35.464	17.841	16.362	23.125
PRKD3	39.683	18.299	36.326	3.367	12.013	13.936
TSC22D2	19.854	23.791	27.913	19.629	13.639	18.778
SMC3	21.318	12.892	31.601	12.702	23.466	21.587
TATDN3	22.997	18.914	23.166	30.766	13.915	13.795
RYK	26.171	13.194	32.581	5.241	24.16	22.196
KCTD13	20.525	13.381	27.765	19.861	20.615	21.378
ASB6	14.489	13.955	38.691	14.064	17.655	24.66
TIMM23B	21.494	17.56	37.641	2.0134	22.457	22.338
HSCB	24.047	20.218	33.97	11.62	16.836	16.81
SLC38A9	23.943	19.188	31.232	12.139	18.182	18.778
BAG5	18.96	13.809	35.83	14.137	19.991	20.728
CEP85L	14.264	12.419	30.165	10.185	27.77	28.62
TRAF6	19.732	14.976	33.345	18.257	16.199	20.913
GLYCTK	15.584	14.705	40.661	7.6892	20.404	24.378
NFKBIE	26.18	48.045	19.762	8.6066	7.6401	13.161
ZZZ3	23.784	11.371	27.25	2.0287	30.271	28.611
POLL	23.373	21.792	25.165	1.6896	27.519	23.768
TRIM39	17.499	11.733	30.669	21.041	18.517	23.794
ZC3H3	14.343	20.94	19.572	37.297	15.101	15.987
IGLV3-21	123.11	0	0	0	0	0.093007
SDCCAG8	26.021	25.865	20.886	14.496	18.661	17.219
SZT2	27.114	13.454	31.556	10.345	18.912	21.742
SNX22	114.65	1.2715	2.9074	1.8586	0.80606	1.6171
NDUFS1	16.818	23.541	29.464	14.468	19.017	19.784
MPZL3	1.9724	6.4611	6.1973	94.279	6.5767	7.5959
EED	28.996	11.955	28.424	4.0997	25.984	23.619
PHIP	21.752	14.538	28.021	26.598	15.224	16.927
RALGAPA2	11.357	17.893	17.311	49.548	13.397	13.49
RNF5	14.854	31.406	31.002	14.771	18.822	12.13
SDHAP2	21.254	15.402	33.331	8.4087	22.472	22.055
ZBTB22	25.157	21.318	28.401	15.941	16.904	15.194
PPP1R21	22.237	17.029	21.265	31.08	16.283	15.021
SAR1B	18.728	21.676	32.29	10.473	19.604	20.143
CIDECP	20.101	15.505	32.545	19.672	14.722	20.367
RP11-51F16.8	21.836	18.398	27.349	24.293	14.531	16.471
LEMD3	25.902	9.8891	32.183	13.552	18.379	22.947
VAV3	27.246	11.996	44.336	28.277	2.4185	8.5722
AC034193.2	29.106	18.973	32.285	8.9011	16.719	16.832
BMP2K	45.977	28.067	4.9766	38.114	2.8034	2.8779
DAGLB	19.876	33.161	17.314	16.41	18.778	17.193
AL356970.1	12.93	12.255	27.301	45.487	12.107	12.637
DCTN4	14.49	25.283	27.453	21.96	14.571	18.956
ZNF862	18.835	10.671	23.974	8.56	34.474	26.169
SLC2A6	44.129	62.119	8.7792	0.28112	1.4887	5.8601
NUDT16	10.998	49.272	14.063	33.05	8.1906	7.0325
IER3IP1	18.119	24.782	35.712	0.45672	20.449	23.081
GALNT2	17.028	40.559	28.98	10.738	10.417	14.834
AAK1	1.413	8.3485	45.361	5.1407	30.771	31.498
TNPO1	19.165	15.298	31.101	21.068	16.953	18.944
TARS	20.232	23.448	37.392	2.3588	17.687	21.401
METAP1	21.727	18.204	35.292	3.3373	23.118	20.787
TFCP2	17.062	29.627	31.472	9.9312	16.877	17.449
ZFP62	31.08	6.4508	24.31	2.1984	32.158	26.147
TRGV10	0	0	48.107	0	17.446	56.698
CERS5	16.051	16.773	29.957	22.755	19.756	16.891
TOMM40	21.1	25.24	27.453	0.1382	23.228	24.951
AC044797.1	6.9894	53.168	7.8222	43.481	5.0886	5.555
B3GNT7	3.6296	0.062521	116.84	0	0	1.5499
NME6	21.741	18.01	29.65	19.628	16.558	16.48
ACSF2	51.237	15.809	20.931	2.7188	15.207	16.162
SIRT1	26.729	14.694	21.764	13.439	21.285	24.146
SMIM14	48.562	25.267	17.034	19.707	4.8107	6.6503
PPP1R3B	4.1901	4.1697	4.7549	99.77	4.8469	4.2938
DHRSX	17.793	25.195	18.84	32.329	13.759	14.054
KPNA4	14.309	18.028	24.818	34.331	14.819	15.645
PIGL	32.642	11.204	27.808	0.22303	25.461	24.609
TTC28-AS1	21.131	10.515	28.775	5.2146	29.072	27.201
RAE1	16.298	20.415	34.197	13.297	16.667	21.019
MSRB2	3.1416	37.285	5.6907	62.874	7.5014	5.3996
PYROXD2	27.944	9.6706	37.476	5.3527	21.077	20.288
RETSAT	17.313	14.963	36.683	13.213	18.793	20.82
NSRP1	23.619	18.375	22.724	14.773	21.129	21.139
RUVBL1	23.828	15.173	30.271	2.3904	26.382	23.698
FUCA2	10.724	68.543	25.552	2.1988	7.3261	7.3797
RP2	7.8279	27.865	8.9391	70.565	2.9215	3.5967
ERV3-1	13.887	13.49	23.476	57.829	5.3708	7.6375
D87021.3	121.16	0	0.32583	0	0.087291	0.11368
NTNG2	1.5307	8.0779	19.705	83.677	1.9253	6.6612
NUDCD2	25.086	16.546	30.486	0.81806	25.656	22.969
GTF2H5	19.25	28.145	28.317	5.03	22.718	18.084
LINC00339	28.851	13.672	31.629	6.2135	20.481	20.617
ZNF3	23.751	18.162	28.028	7.3927	20.629	23.43
MRPS7	21.962	28.638	26.433	0.61627	22.685	21.013
ENC1	6.6801	9.7025	74.738	2.1044	5.2364	22.856
DCAF6	19.437	22.677	22.523	19.644	17.489	19.541
DUSP11	17.16	10.599	29.645	21.178	18.966	23.738
C4orf48	11.661	49.334	5.6012	22.007	16.463	16.205
DAPK3	14.578	18.612	31.299	31.137	12.891	12.686
BACH2	75.655	0.041689	7.0175	0.042486	18.466	19.978
TRBV6-5	0	0	0	0	68.504	52.654
ROGDI	6.985	85.304	5.2768	7.2332	8.8828	7.4555
LIG1	29.452	3.9181	28.578	1.4776	31.247	26.448
IRF2BPL	10.605	11.229	22.244	58.523	8.8572	9.6576
STAG3L4	20.698	15.279	43.982	3.4838	15.588	22.085
NCOA7	13.183	19.881	37.408	5.0471	22.318	23.234
GPR160	35.232	16.34	3.0677	45.693	12.436	8.2679
SLK	9.6686	14.121	26.774	39.48	14.647	16.328
RP11-69E11.4	24.156	13.021	28.259	0.50456	26.602	28.457
