Symbol	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)
ZBTB43	170.75	184.9375	185.6666667	404.75	183.8	194.9090909	498.3076923
THUMPD3	156.75	197.9375	169.1666667	458.25	79.6	213.3181818	547.5769231
CXorf38	117.25	301.875	314.5	409	375.8	185.4090909	118.0384615
ADAM10	72.25	336.875	370.1666667	73.25	685	186.1818182	97.92307692
GAS6	359.75	300.5625	283.1666667	157.5	242.4	227.3181818	250.1538462
OSBPL7	157.25	141.5625	89.83333333	668.0833333	87.8	280.3181818	395.9230769
DNAJC4	130.25	364.6875	380.1666667	408.9166667	125.4	320.7272727	90.15384615
TCTA	157	263.6875	411	360.3333333	216.4	259.9545455	150.6153846
FBXW7	144.5	205	224.5	479.4166667	311.8	182.4090909	270.3076923
SDCCAG1	164	168.375	175	525.6666667	176.4	293.2272727	315.2307692
CETN2	178.25	290.6875	323.3333333	336.0833333	230.4	244.4545455	214.1923077
KLF7	137.75	155.375	317.5	45.83333333	893.8	129.2272727	137.2692308
GPR171	32.5	20.9375	22.66666667	80.16666667	54	888.8636364	717.6153846
RARA	154.5	213.375	344.1666667	219.8333333	638.4	99.36363636	145.9615385
PTPMT1	123	264.0625	242.6666667	700.3333333	40.6	170.8636364	273.5769231
SEL1L3	1085.25	41.125	47.33333333	126.8333333	59.8	266.0909091	188.6538462
MOBKL1A	64.75	437.3125	270.3333333	599.5	60.2	249.9545455	132.3076923
KLK4	350.5	284.8125	257.1666667	171.6666667	236.6	228.7727273	283.3846154
RPL37A	198.5	328	296.3333333	383.25	149.8	307.4090909	149.0769231
C14orf1	381.75	120.375	90.66666667	313.5833333	79.2	317.6363636	509.1153846
NRIP1	90	157.875	146.1666667	605.3333333	114.2	271.2727273	427.0384615
CDK4	307	298.375	322.5	144.25	68	426.5909091	242.5769231
RILP	282.5	337.8125	285.1666667	123.0833333	367.4	164.1818182	248.9615385
CYP1B1	34.25	1359.1875	211.8333333	37.41666667	108.2	25.63636364	32.5
SH3TC1	28.5	465	981.6666667	155.5833333	38	88.95454545	50.80769231
CD300LB	167	566.9375	269.6666667	96.75	429.8	126.7272727	151.5384615
NUP85	209.75	280.25	246.3333333	366.3333333	105.4	358.5	241.1923077
GEMIN6	713.5	352	189.3333333	55.91666667	43.6	172.9545455	279.7692308
GLE1	221.25	321.375	325	152.0833333	384	216.2272727	187
CXorf15	85.5	123.5625	125.5	711.1666667	75.2	409.9090909	275.9615385
LOC338799	149.25	176.125	225.3333333	279.1666667	146	497.9545455	332.8846154
SLC35E3	168.5	236	264.6666667	217.4166667	521.6	248.6363636	147.8461538
IQCB1	424.5	224.5625	249.5	235	104.4	257.5	308.1538462
PHF6	344.5	214.25	286.5	255.25	50.2	467.5909091	185.2307692
EPB41L3	19	543.5	1153.5	18	17.6	33.04545455	18.07692308
DOLPP1	340.5	266.4375	248	195.5833333	199	261.1818182	291.3846154
C12orf47	201.75	188.875	115.1666667	529.0833333	29.4	327.3636364	410.0384615
C11orf51	250.5	443.375	257.3333333	204.4166667	150.6	246	248.8461538
IPCEF1	35.75	213.9375	86.5	85.5	318.2	818.4545455	242.5769231
FLJ10213	117.75	129.8125	157.1666667	339.9166667	470	268.2727273	317.6538462
C1orf122	99	238.4375	298.8333333	612.3333333	160	261.9545455	129.8461538
SLC35A5	255.5	364.875	446.1666667	52.33333333	364.2	204.9090909	112.1153846
COX18	102.25	342.8125	481.1666667	270.1666667	64.2	358.3181818	181.0384615
ATP6V0A1	241.25	418.9375	268.3333333	131.4166667	445	155.9545455	139
PER2	62	236.75	204.3333333	599.75	138.6	227.1818182	329.9615385
FAR2	39.75	327.1875	100.8333333	18.75	1175.8	77.59090909	58.53846154
H2AFV	79.75	160.9375	204.3333333	633.8333333	132	282.4090909	303.7692308
HS1BP3	187	377.75	359	98	372.6	266.6818182	135.0769231
KDM1B	20.5	341.125	1077.5	67.08333333	185	79.63636364	24.34615385
TOB2	152	269.8125	358	345.5833333	173.6	375.6818182	120.1923077
AKT2	136.25	235.9375	349.3333333	437.4166667	212.4	253.0454545	170.3461538
TERF2	430.75	244.25	190	53.08333333	231.4	421.5909091	222.5769231
AP4B1	185.75	199.5	164.6666667	512.8333333	104.2	313.8181818	312.7307692
RNGTT	907.5	97.25	134.3333333	201.6666667	103.2	147.4545455	201.8461538
ILKAP	77	167.375	229.6666667	748.25	91.6	279.0909091	199.3461538
ZNF12	148.5	99	117.3333333	438.25	173.4	472.4090909	343.3076923
PIK3C2B	470.25	94.375	76.5	320.4166667	85	453.1363636	291.7692308
TMEM222	174.25	209.375	257.3333333	232.5	301.4	325.1818182	291.1153846
CLIC4	773.25	499.75	308.6666667	42.75	119.8	20.27272727	26.30769231
SC4MOL	272.5	76.6875	111.3333333	676	31.4	233.7272727	388.7307692
DND1	216.75	273.625	318.3333333	227.4166667	191	335.7272727	227.4615385
NIF3L1	484	297.5	228.1666667	72.16666667	71	361.4090909	275.9615385
ZNF511	153.25	310.25	391.3333333	341.9166667	159.6	259.1818182	174.6153846
DCTD	231	273.625	317.5	307.8333333	47	394.2727273	218.4230769
FOXK1	72.5	134.625	210.6666667	532.8333333	65.2	546.5	226.6153846
PHKA2	158.25	279.3125	275.3333333	196.5833333	475.2	231	172.9230769
CDC42EP2	194.25	276.625	260.6666667	88.66666667	706.6	116.8181818	144.4230769
LRRC58	162.25	304.9375	232.1666667	414.25	56.6	362.0454545	255.3076923
HCRP1	91	108.6875	85	106.8333333	955.2	287.1818182	153.0384615
LIMD1	342.25	273.4375	329.6666667	110.5833333	276.6	202.5909091	249.3846154
COMT	83.25	696.8125	445.3333333	178.5833333	98.2	192.2272727	89.23076923
KAT5	122.25	234.3125	297.8333333	359.3333333	284.6	294.4090909	190.3076923
PDCL	167	207.375	246.5	505.4166667	167.4	261.0454545	227.7307692
NOP56	491.75	243.4375	193.1666667	211.1666667	152.8	209.9090909	279.5
TERF1	110	144.4375	191.1666667	780.75	121	251.5454545	182.4230769
ARID5A	92.75	152	161.8333333	380.5833333	427.2	204.3636364	362.5384615
MIOS	278.25	270.5	315	278.4166667	115	278.7727273	244.2307692
FTSJD2	72.75	209.6875	352	450.25	161.2	400.4090909	133.6153846
MRPS34	188.25	339.125	370.3333333	262.25	130.2	338.5909091	151.1538462
MCM3	462	186.75	232	165.4166667	74.6	416.0454545	242.4230769
SKA2	226	305	360.3333333	107.9166667	63.8	434.1363636	281.8846154
UBE2E2	253.5	599.4375	650.3333333	67.08333333	44.6	100.9090909	62.84615385
BST1	20.5	723.5	268.3333333	27.41666667	689.6	23.13636364	26.19230769
TOR1B	87.75	293.5	339.6666667	183.5	526	221.2272727	126.3076923
IL11RA	67	109.3125	126.8333333	318.6666667	91.6	890.3636364	173.5384615
YWHAE	316.25	538.25	567	35.75	104.8	84	129.8076923
ASNA1	63.25	375.625	529.5	183.25	202.8	284.4090909	137
LOC401320	159.75	238.8125	297	235.4166667	350.6	301.1363636	193
RAG1AP1	473	237.75	279.5	248.4166667	146	191.5	198.3846154
DDRGK1	158.75	355.875	320.1666667	282.3333333	189.2	303.5	164.6923077
UNC93B1	162.5	370.25	640.6666667	117.3333333	291.4	95.68181818	96.53846154
PPP1R9B	77.75	347.4375	592.6666667	120	261.4	312.6363636	61.53846154
TBCD	112.5	198.25	346.1666667	215.75	83.8	367.7272727	448.6153846
YTHDF3	66.25	191.5	266.5	214.4166667	752	124.5454545	157.3461538
RIN2	25	863.625	786	20.91666667	34.8	21.09090909	21.03846154
STX18	156	341.25	362.6666667	303.75	81.2	310.3181818	216.5769231
GPD1L	89.75	241.0625	313.5	432.9166667	108.2	421.0909091	165.0769231
MAGT1	113	270.5625	507.8333333	327.9166667	97	275.2272727	180.0384615
NSUN5	273	190.0625	189.3333333	346.1666667	123.8	431.6363636	217.3461538
RBM10	81.25	199.3125	279	393.5833333	250.6	358.5454545	208.1538462
ZRANB1	166.5	164.5625	147.1666667	242.0833333	560.2	212.3636364	275.4615385
RRN3P1	190.5	135.8125	216.8333333	354.4166667	56.8	493.8636364	319.6538462
CCDC92	114	171.8125	133.8333333	458.1666667	98.6	597.5454545	193.6923077
YES1	26.25	15.3125	19.16666667	1475.833333	39.8	49.22727273	141.8461538
METTL9	96.5	557.9375	194.5	207.0833333	290.4	235.7272727	184.6923077
CXXC1	205.75	231.6875	242.1666667	235.9166667	229	366.9545455	255.3461538
AHCTF1	68.5	68.6875	88	332.6666667	818	193.0454545	197.8846154
P2RX4	97.5	435.9375	471.3333333	178.4166667	82.4	346.3636364	154.6923077
C9orf103	283.5	182.3125	273.8333333	368.5833333	105.8	315.4545455	236.8846154
SNRNP35	385.25	245.125	174.3333333	253.5833333	298.2	200.7272727	208.6538462
ARFGAP1	237.5	260.625	319.8333333	248.0833333	207.4	274.6818182	216.8076923
RRAS	70.5	279.625	1156.666667	69.58333333	40.6	104.3636364	43.53846154
GATAD1	153.5	262.875	292.8333333	456.6666667	99.6	300.6363636	198.1538462
GNL2	144.25	241.9375	220.6666667	634.3333333	104.4	202.6818182	215.2692308
SGPL1	107.25	221.375	412	363.5833333	249	200.6818182	209.4230769
ING2	46.5	145.875	271.8333333	756	311.6	133.6363636	97.65384615
LIPT1	320.5	187	199.5	290.9166667	56.4	358.9090909	349.7307692
GRHPR	172	386.9375	411.1666667	252.75	114.2	262.4090909	163.2692308
STAT6	82	254.625	479.5	79	550.8	247.4545455	69.23076923
SLC25A32	171	151.1875	220	563.1666667	134.8	262.4545455	259.9615385
MCRS1	248.5	295.25	297.3333333	135	226.2	278.9090909	280.6923077
SART1	70.5	213.3125	362.8333333	486.5	257.6	239.3636364	131.5769231
GSK3B	32	190.75	242.1666667	379.1666667	664	128.7272727	124.6538462
ENC1	33	68.5	32.66666667	1261.75	223.6	27.54545455	114.3076923
C6orf211	174.25	413.6875	329.6666667	141.9166667	317.8	256.3636364	127
C2orf86	370.25	201.25	161.5	308.8333333	190.6	216.1818182	311.8076923
IDH3G	231	324	333	169.75	214.2	260.1363636	228.3076923
MUL1	240.5	264.6875	238.3333333	286.3333333	272.8	213.5	244.1153846
WDR48	161.5	155.5	192.5	534.6666667	273.6	247.3181818	195.1538462
GNA12	249.5	328.375	332	326.5	66.2	239.4090909	217.9615385
ZC3H14	230.75	246.6875	268	260.6666667	111	327.6363636	314.2692308
APBA2	152.5	119.6875	148.1666667	520.6666667	141.4	421.4090909	254.6153846
MLXIP	60.75	258.6875	163.3333333	417.5833333	174.4	448	235.5384615
FBRS	198.75	190.625	229	292.0833333	401.8	258.8636364	185.9230769
BCL2L11	130.75	294.625	391.5	352.6666667	211.6	149.4545455	226.1153846
GGA2	428	165.6875	156.5	211	55	191.2272727	549.2307692
PIP4K2B	226	232.75	268.3333333	237.8333333	147.4	454.6818182	189.1538462
MTA1	31.5	191	259.5	635.1666667	26.6	543.1818182	68.69230769
ICAM1	32.75	276.3125	238.1666667	226.9166667	911.2	38.13636364	32.15384615
TDRD7	125.75	277.6875	395.8333333	185.9166667	453	181.4090909	135.1923077
SLC43A3	95.25	616.125	623.6666667	57.83333333	94.2	146.3636364	120.5769231
STYXL1	165.75	403.75	423.3333333	156	270	193.5909091	140.6538462
ZNF776	170.5	132.5	116	456.9166667	363.6	288.4545455	225.0384615
TRIM39	105.5	129.3125	172.6666667	322.4166667	508.8	241.1363636	271.3846154
BET1	811	287.3125	111.6666667	30.16666667	44.2	204.3181818	262.2307692
GPAA1	173.5	308.125	365.3333333	313.0833333	140.6	297.2272727	152.6153846
TM9SF4	250	467.75	443.3333333	60.33333333	184	167.9090909	176.8461538
LOC728613	123.5	107.0625	109.5	724.5	117.4	363.5454545	204.5384615
ALG8	435.25	348.9375	273.6666667	122.8333333	24.4	317.9090909	226.6538462
CRYZ	469.5	138.875	153.8333333	274.25	28.6	429.6818182	254.8461538
PSMA2	230	250.0625	179.5	521.9166667	127	188.0454545	253
SGK269	235.25	248.5	174.8333333	590.5833333	160.4	158.8636364	180.6923077
GTF2E2	158.75	274.5	351.3333333	231.25	193.6	336.3181818	202.8461538
EP400	254.25	201.75	226	225.0833333	143	499.3181818	199
ABCB7	325.25	374.6875	263.3333333	298.3333333	55.8	256.9090909	173.5769231
QSOX1	166.5	379.0625	276.6666667	239.25	362.2	169.4090909	153.9615385
ADAM28	1195.75	91.4375	34.66666667	143.75	226.6	22.09090909	32.57692308
VPS13D	239.25	238.8125	212.5	243.5	287.6	299.8636364	224.6153846
SBK1	80.5	58.375	69.16666667	822.25	71.4	439.1818182	204.8076923
GABBR1	221	262.0625	501.5	70.33333333	97.4	451.4545455	141.8846154
USP39	139.5	237.3125	235	431.75	208.8	257.6363636	235.5384615
UQCR10	403	320.625	250.6666667	111.5	151.4	147.2272727	361.1153846
AGK	228.5	183.5625	188.8333333	444.5	70.8	333.2272727	294.8846154
MTERFD2	304	130.1875	129.5	385.6666667	73.6	382.7727273	338.3461538
BCL9L	118.75	133.625	94	177.25	124.2	577.1363636	518.6153846
SIN3A	92	116.5	146.3333333	651	169	272.9545455	295.0769231
SNCA	423	291.9375	165.8333333	210.3333333	269.8	193.0909091	188.8461538
ZNF326	40.5	144.8125	203.3333333	1033.416667	45.6	101.6818182	173.2307692
DMXL1	398.75	301.0625	229.8333333	290.8333333	89.4	297.8636364	134.5769231
BAT4	90.25	282.3125	340.3333333	268	326.6	291.5909091	142.6538462
TMEM106C	365.5	168.25	172.1666667	279.5833333	112	310.9545455	333.2692308
EHMT1	34.5	141.0625	257.8333333	733.75	87.2	396.3636364	90.42307692
LILRA1	61	395.9375	853.8333333	34.66666667	317.4	37.36363636	40.88461538
C6orf89	193	257.75	157.3333333	220.8333333	408	173.8181818	329.9230769
DIRC2	57.75	316.4375	368.3333333	115.1666667	698.6	77.18181818	107
NADSYN1	136.75	287.4375	284.8333333	352.5	359.8	204.5	114.6153846
DTNBP1	208	270.4375	356.8333333	285.5	185.2	291.9545455	142.2307692
WRNIP1	137	250.6875	303.8333333	436.5	125.6	317.2272727	168.5384615
ZNF18	168	151.875	151.5	285.1666667	572.8	177.2727273	232.6153846
EIF2B5	212.75	218.4375	268.8333333	280.9166667	104.4	384.3181818	269.4230769
SPI1	34.75	392.375	821.3333333	22.58333333	421.6	21.13636364	25
RPP38	427	242.25	155.3333333	167.25	89.2	232.0909091	425.4615385
RTN1	13.25	913.6875	668.5	32.08333333	79.4	17.77272727	13.76923077
AP2A2	89	321	362.6666667	222.25	171	425	146.9230769
RAB11FIP4	58.5	134.5	244.3333333	568.9166667	498.6	110.6363636	121.8846154
CCDC23	136.75	259.125	279	488.8333333	233	199.4545455	140.8846154
UNC119B	143.75	166.625	134.8333333	411.0833333	145.4	486.5	248.7307692
FAM160B2	115.5	159.5625	195.8333333	552.75	97	364.7272727	250.8461538
C17orf90	152.5	262.875	276.1666667	362.1666667	102.8	383.1363636	195.4615385
RAB18	28.25	66.75	116.8333333	757	271.4	212.9090909	281.8846154
CABP4	220.75	214.375	324.6666667	152.0833333	211.2	341.0454545	270.4230769
DDX23	216	255.4375	298.8333333	144.0833333	222.2	406.0909091	191.0769231
B3GNT2	101	154.0625	204.1666667	480.25	281.6	150.2272727	361.9230769
FHL1	155.75	66.625	39	379.4166667	88.2	822.2272727	180.0769231
HAGH	140.5	262.3125	451.8333333	240.1666667	203.2	282.8636364	150.3076923
SNX14	107.5	313.75	463.5	260.5	180.6	260.0909091	144.8846154
TTC31	226	247.5	261.1666667	208.9166667	124	440.1818182	222.9230769
IGLL3	1029.25	106.5	135.1666667	75.66666667	131.2	102.8181818	149.5769231
DIS3	78.75	147.5	155.5	809.5833333	96.6	187.7727273	254.3076923
ZFYVE16	40.75	267.375	232	136.1666667	819.6	156.2727273	77.73076923
ZNF766	217	132.9375	126.3333333	484.1666667	151.2	307.5909091	310.5769231
LOC400657	433.75	162.25	129.8333333	210.4166667	136.4	381.1363636	275.6153846
KLHL15	38.5	176.375	324.3333333	563.5	364.4	140.1363636	122
TPM4	180	289	207.6666667	198.6666667	561.4	160.1363636	131.8076923
MEF2D	103	179.4375	269.1666667	636.5	183.4	201.2727273	155.7307692
C11orf46	283	218.8125	176	291	58	412	288.8461538
AGL	98	110.75	163.8333333	404.75	83.6	607.1818182	259.5
ATXN7L3	181.75	250.625	331.8333333	275.8333333	286.4	237.1818182	163.8076923
SLC46A3	166.5	240.0625	372	193.25	193	366.5	195.8846154
DDX60	98	176.1875	379.3333333	256.6666667	207.8	390.9090909	217.5769231
PNMA1	45.5	52.125	163.3333333	463.5833333	63.2	694.9545455	242.6538462
NENF	141.75	283.8125	346.1666667	352.75	97	311.8636364	191.7307692
NEU1	75.5	402.3125	375.1666667	182.4166667	443	117.7272727	128.4615385
ACSS1	211.5	212.625	247.1666667	450.3333333	130.4	303.1363636	168.3076923
C20orf27	114.75	443.75	684.1666667	120	120.4	147.8636364	91.61538462
DNAJC21	135	198.6875	220.1666667	527.5833333	110	280.4090909	249.7692308
PARP16	239	172.5625	198.5	270.6666667	242.2	376.2272727	222.2692308
SLC22A4	26.5	227.4375	82.83333333	17.41666667	1306.4	25.22727273	34.88461538
ANKIB1	137.75	194.625	226.8333333	386.4166667	116.2	397.8181818	260.3076923
NTAN1	84.25	159.5	405.3333333	497.0833333	182.2	282	108.9615385
CHPF2	133.75	257.8125	295.8333333	321	332	222.5	154.5769231
C10orf4	179	161.3125	196.8333333	332.6666667	107	509.8181818	229.9230769
SOS2	102.5	149.125	152.8333333	82.66666667	909	106.3636364	214.0384615
NXT2	219.5	322.375	327	349.0833333	82.2	249.2272727	165.3461538
UBIAD1	279.5	212.75	226.5	284.3333333	135.6	370	205.1538462
ACAT2	302.75	169.75	170	413	109	299.6818182	249.4615385
PTRH2	296.5	475.625	260.5	136.4166667	112.6	196.5454545	235.4230769
C1orf144	91.5	237.875	383.8333333	354.3333333	243.4	256.8181818	145.8461538
FAM82B	200.5	382.25	397.1666667	323.4166667	103	185.7272727	120.8846154
CLCN3	189.5	308.0625	268.1666667	220.4166667	160.8	371.4090909	194.3846154
EIF4EBP1	122.75	607	519.1666667	116.8333333	139.8	83.40909091	123.5384615
RNASEH1	275.75	214.6875	174.6666667	437.0833333	96.6	221.7727273	291.4615385
ZNF263	149	205	217	416.8333333	173.8	339.9545455	210.3846154
REST	343.25	217.8125	166.5	149.75	296.8	184.7727273	351.6923077
TCHP	106.25	323.25	296.5	293.5833333	141.4	363.9545455	185.6153846
POLE4	124.75	530.1875	528.6666667	197.0833333	44	193.8181818	91.80769231
FBXW5	163.25	274.5	328.8333333	312.5833333	178	309.3181818	143.7307692
PDE6D	116.25	269.5	431.6666667	204.9166667	230.2	332.0454545	125.2692308
PIK3R2	173	312.4375	292.8333333	277.0833333	139.6	347	167.8076923
RPAP3	219.25	224.6875	335.1666667	146.0833333	425.6	257.3636364	100.8846154
RRS1	163.75	281.125	256.3333333	356.6666667	112.6	342.3636364	195.8076923
PROM2	336.25	239.75	269.6666667	151.5	145	300.1818182	265.7692308
UBTF	124.75	168.5625	187.3333333	379.9166667	160	462.1818182	224.2692308
DVL3	151.75	282.4375	236.1666667	264.8333333	308.4	227.8636364	234.3461538
MLL2	138.5	216.875	287.5	124.5	464	276.8181818	197.3461538
ACTR5	123.75	154.4375	205.1666667	613.1666667	122.6	284.5	200.6538462
FAF1	126.5	224.0625	298.8333333	497.9166667	76.6	287.6363636	192.4615385
CISD1	497.5	322.3125	136.6666667	125.5	121.4	195.0909091	304.7307692
ENGASE	94	208.8125	249.1666667	370.3333333	91.8	527.8636364	160.9615385
DUSP3	151	574.25	353.6666667	98.41666667	260.6	155.7727273	108.9615385
MGST2	98	820.375	273.1666667	118.75	180.8	114.9545455	96.26923077
KBTBD4	176.75	106.25	130.6666667	591.5833333	148	254.2272727	294.0769231
PIGY	198.75	234.625	216.1666667	526.9166667	105.8	265.3181818	153.7307692
TNIK	40.5	32.625	31.5	640.75	116.8	452.9090909	386.1538462
MED11	369.75	220.6875	236.6666667	58.08333333	403.2	255.0909091	157.3461538
CFDP1	164.25	300.875	312	248.75	214.4	301.4545455	158.1538462
MUTYH	225.25	230	277.8333333	253.25	97.2	346.9545455	268.7692308
LOC644246	173.5	211.25	245.3333333	281.8333333	147	440.2727273	199.9615385
ZFP90	196.75	178.5	169.5	291.4166667	81.4	430.2272727	351.1538462
EXOC4	181	327.4375	297.1666667	248.5833333	159.2	300.1363636	184.5
C9orf6	169.25	326.625	279.8333333	114.5	306.8	264	236.8076923
AGAP3	180.25	375.1875	308.3333333	281.5833333	174.6	191.5909091	185.8076923
BRCC3	262.75	314.75	261.8333333	192.0833333	182.4	284.3636364	199.0769231
MFSD11	344.5	201.5625	203	222	270.6	209	245.0769231
C7orf47	101.5	171.125	204.5	349.4166667	260.4	452	156.2692308
FTSJ2	520	318.75	255.6666667	154.3333333	87.8	172.6363636	185.1153846
PRELID1	78.25	376.9375	531.8333333	165.75	303.4	167	71.11538462
RXRA	72.5	273.0625	631.5	67.33333333	508	53.77272727	88.07692308
GPR89A	160.25	195.5625	247.3333333	341.25	64.2	438.5	246.8076923
RRM2B	112.5	177.875	258	135.5833333	801.8	126.0909091	81.38461538
MIAT	41.75	23.0625	20.83333333	584.5	68.2	498.1363636	456.1923077
PAM	22.75	205	79.5	740.3333333	186.8	189.5909091	268.4230769
PIP5K1C	192.75	300.1875	375.5	154.6666667	278.8	227.9090909	162.4230769
PGAP2	302	226.5625	256.3333333	206.8333333	200.8	264.5	234.6923077
TTC35	287.5	307.4375	211	165.4166667	281.4	245.0454545	193.6923077
SH3BP2	94.25	204.625	569.1666667	167.75	485.4	88	82.26923077
DNAJC1	14.75	150	289.5	601.25	91.4	318.6818182	225.0769231
MTIF2	151	247.75	276.1666667	338	73.8	383.1818182	220.6923077
SIK3	91.75	264.9375	243.6666667	257.3333333	427.8	148.7272727	254.9230769
CREBL2	80.75	328.875	418.6666667	55.41666667	72.4	585.6363636	147
SLC35B2	192.5	298.6875	297.8333333	341.4166667	92	303.8181818	162.1923077
LONRF1	192	89.875	262	289.1666667	618	83.5	153.1153846
KIAA0319L	150.5	336.4375	204.5	203.25	355.8	255.2272727	181.8846154
CACNG6	340.5	269	235.8333333	106.1666667	232	187	317.0384615
DYNC1LI2	87.75	205.0625	178.1666667	396	246.8	303.1363636	270.5
CCDC93	96	116.1875	163.8333333	611.9166667	149	303.0909091	247.2692308
UBFD1	245.75	209.3125	201.3333333	419.5	118.8	273.5909091	218.9230769
NSMCE4A	156.75	253.4375	353.8333333	355.1666667	47.6	371.4545455	148.8846154
USP42	55.5	104.1875	162.5	762.0833333	197.8	181.5454545	223
CD160	37	22.6875	74.83333333	1310.333333	19.8	24.13636364	197
SENP5	196	208.5625	209.5	461.0833333	196.2	221.3636364	191.6538462
TTC14	107	109.375	164.3333333	478.5	96.8	443.3636364	284.8846154
TNRC18	51	278.875	393.1666667	313.75	300.4	219.9545455	127.0769231
KIAA0652	222.5	231.3125	278.3333333	121.3333333	327.6	231.5454545	270.9230769
LYRM4	178	253.3125	275.6666667	396.1666667	34	312.0454545	233.1923077
F5	61	329.75	73.33333333	51.08333333	896.6	206.5	62.53846154
BAT2	224.25	246.5	285.8333333	245.0833333	275.2	235.0454545	167.8846154
RNF145	14.5	150.3125	263.1666667	860.1666667	251	105.9090909	34.69230769
KIAA0355	190.5	117.75	144.8333333	257.5	162.6	519.5454545	286.6923077
VIPR1	96	387.1875	342.3333333	77.33333333	84.4	525.6818182	165.3461538
PEX19	300.75	304.875	251.6666667	83.08333333	258.6	267.6818182	211.2692308
IP6K1	156.75	207.875	201.3333333	201.3333333	522	184.9545455	203.2692308
DHRS9	159.5	229.5	153.3333333	80.91666667	899	67.22727273	87.69230769
DAXX	330.5	219.0625	218	136.5	235	307.2727273	230.4230769
GOLGA5	147.25	274.4375	303.5	138.3333333	310	332.0454545	169.1923077
MALT1	315	203.5625	190.6666667	277.4166667	62.2	418.6363636	206
C3orf19	257.75	178.8125	158.5	297	301.2	229.9090909	250.2307692
C1orf183	100	171	170.1666667	84.5	967.8	86.59090909	92.23076923
MRPS18A	347	268.0625	185.6666667	171.1666667	168.2	200.1363636	331.9230769
RNF126	81	225.0625	412.5	282.5	97.4	475.7272727	97.5
MDN1	182.25	97.1875	106.8333333	354.4166667	58.6	526.5909091	345.6538462
PLD3	60	661.25	394.1666667	88.25	124.6	270.6363636	72.23076923
EXOC3L2	262	270.75	302.6666667	165.3333333	212	232.1363636	226.2307692
GTPBP6	106.75	259.6875	270.6666667	437.3333333	76.6	369.6363636	149.9230769
JMJD1C	257.75	82.375	27.83333333	34.91666667	1002	53.86363636	211.7692308
KIAA1468	135.25	218.375	263.3333333	249.4166667	321	256.6818182	225.4615385
CARD6	104.25	431	369.6666667	33.58333333	500.4	150	80.53846154
PQLC1	76.25	312.375	415.8333333	190.0833333	312.6	216.6363636	145.5384615
RALGAPA2	66	221.875	212.5	178.1666667	704	180.0454545	105.6538462
C9orf5	139.75	185.4375	140.1666667	318.4166667	74.2	456.6818182	353.5
DDX28	195.75	253.5	316.8333333	348.5833333	108.6	262.9090909	181.7307692
TMED3	147.5	274.9375	331.6666667	459.6666667	62.8	254.0909091	137
PAF1	198.75	198.875	160.5	188.3333333	297	210.7727273	413.2692308
PINK1	82.25	259.375	289	110.75	666.6	147.8636364	111.6538462
GSR	63.5	340.625	405.5	332.5833333	255	176.3181818	92.76923077
ARRDC4	34.75	523.0625	224	318.1666667	487.6	44.86363636	33.61538462
PRRG4	35	433.4375	141.8333333	28.33333333	967.8	28.13636364	31.34615385
MRPS27	300	256.9375	234.1666667	282.6666667	22.8	344.6818182	223.8846154
AKAP10	79	118.4375	227	295.8333333	333	326.6818182	284.9615385
PRPF4	260.5	208.125	162.3333333	261.9166667	272.6	228.2727273	270.0384615
PPP1R10	383.75	264.1875	133	65.58333333	380	155.5909091	281.6153846
NOP2	228.5	215.6875	201.5	291.4166667	120.2	302.3636364	302.8846154
SFRS15	193.25	209.625	321.8333333	260.3333333	207.8	263.2727273	206.3461538
CHCHD8	307.5	324.8125	252.1666667	228.5833333	111.4	249.7272727	186.5
ZNF419	335.25	204.0625	196.3333333	173.9166667	183.6	286.8636364	280.5769231
BTNL8	58.75	69.375	43	24.83333333	1352.6	45.31818182	66.38461538
CYB5R3	127.5	347.875	578.8333333	57.16666667	139	290.0454545	119.6538462
NLRX1	154.5	320.5625	247.1666667	206.8333333	378	185	168
TMEM184C	269.25	305.9375	191.6666667	165.9166667	232.8	267.3636364	226.6538462
RAB22A	169.5	197	224.3333333	139.9166667	347.8	391.1363636	188.7307692
ZNF337	317.25	179.625	160	213.9166667	86.8	346.0909091	354.3846154
ABCA1	225.5	200.9375	168	43.58333333	756.8	75.40909091	187.5384615
SPRYD3	261.5	199.4375	245	168.8333333	363.2	216.0454545	203.6923077
POU2F2	277.25	294.9375	438.3333333	134.3333333	185.8	177.0454545	149.8076923
LONRF3	38.75	138.3125	34	907.9166667	80.4	235.2727273	221.5769231
LOC100128822	23.25	343.1875	489.3333333	344	122.8	224.5454545	109.0384615
TRRAP	148.5	165.1875	202.1666667	340.25	82.4	518.3181818	199
WDR1	74.25	246.3125	480.8333333	61.91666667	328.2	365.0909091	99
MRPL45	321.75	319.5	207.3333333	235.5	55.2	269.1363636	246.6153846
TATDN1	275.25	297.5625	158.8333333	243.6666667	38.4	353.3181818	287.7692308
MRPL41	153	244.375	262.3333333	399.5	109.2	335	151.3461538
VARS2	168.75	248	230.6666667	316.5	75.4	368.1363636	246.9615385
C17orf71	189.5	337.1875	301.6666667	270.0833333	118.8	200.5454545	236.6153846
KLHL24	103.75	134.1875	129.3333333	397.1666667	214.8	383.0454545	292
GALNT7	92.75	392.125	232.5	127.6666667	457	241.6818182	109.5
